Date,Discharge (cfs),  flag,  stage_height,  flag,   ,
11/16/2010,58.3,  A,  ,  ,  , 
11/17/2010,58,  A,  ,  ,  , 
11/18/2010,56.4,  A,  ,  ,  , 
11/19/2010,58,  A,  ,  ,  , 
11/20/2010,66.7,  A,  ,  ,  , 
11/21/2010,173,  A,  ,  ,  , 
11/22/2010,73.2,  A,  ,  ,  , 
11/23/2010,65.2,  A,  ,  ,  , 
11/24/2010,73.5,  A,  ,  ,  , 
11/25/2010,54.2,  A,  ,  ,  , 
11/26/2010,57.6,  A,  ,  ,  , 
11/27/2010,62.1,  A,  ,  ,  , 
11/28/2010,69.2,  A,  ,  ,  , 
11/29/2010,60.5,  A,  ,  ,  , 
11/30/2010,54,  A,  ,  ,  , 
12/1/2010,64.8,  A,  ,  ,  , 
12/2/2010,64.5,  A,  ,  ,  , 
12/3/2010,70,  A,  ,  ,  , 
12/4/2010,69.7,  A,  ,  ,  , 
12/5/2010,68.4,  A,  ,  ,  , 
12/6/2010,80.8,  A,  ,  ,  , 
12/7/2010,72.1,  A,  ,  ,  , 
12/8/2010,67.6,  A,  ,  ,  , 
12/9/2010,64.3,  A,  ,  ,  , 
12/10/2010,62.4,  A,  ,  ,  , 
12/11/2010,64.8,  A,  ,  ,  , 
12/12/2010,63.6,  A,  ,  ,  , 
12/13/2010,64.1,  A,  ,  ,  , 
12/14/2010,64.4,  A,  ,  ,  , 
12/15/2010,64.6,  A,  ,  ,  , 
12/16/2010,66.3,  A,  ,  ,  , 
12/17/2010,64.2,  A,  ,  ,  , 
12/18/2010,187,  A,  ,  ,  , 
12/19/2010,1080,  A,  ,  ,  , 
12/20/2010,2880,  A,  ,  ,  , 
12/21/2010,3750,  A,  ,  ,  , 
12/22/2010,1370,  A,  ,  ,  , 
12/23/2010,812,  A,  ,  ,  , 
12/24/2010,387,  A,  ,  ,  , 
12/25/2010,269,  A,  ,  ,  , 
12/26/2010,247,  A,  ,  ,  , 
12/27/2010,182,  A,  ,  ,  , 
12/28/2010,153,  A,  ,  ,  , 
12/29/2010,163,  A,  ,  ,  , 
12/30/2010,126,  A,  ,  ,  , 
12/31/2010,104,  A,  ,  ,  , 
1/1/2011,100,  A:e,  ,  ,  , 
1/2/2011,98.6,  A,  ,  ,  , 
1/3/2011,119,  A,  ,  ,  , 
1/4/2011,107,  A,  ,  ,  , 
1/5/2011,92.3,  A,  ,  ,  , 
1/6/2011,93.4,  A,  ,  ,  , 
1/7/2011,97.2,  A,  ,  ,  , 
1/8/2011,96.9,  A,  ,  ,  , 
1/9/2011,96.9,  A,  ,  ,  , 
1/10/2011,84.6,  A,  ,  ,  , 
1/11/2011,67.6,  A,  ,  ,  , 
1/12/2011,81.2,  A,  ,  ,  , 
1/13/2011,82.1,  A,  ,  ,  , 
1/14/2011,86.6,  A,  ,  ,  , 
1/15/2011,87.9,  A,  ,  ,  , 
1/16/2011,90.3,  A,  ,  ,  , 
1/17/2011,107,  A,  ,  ,  , 
1/18/2011,116,  A,  ,  ,  , 
1/19/2011,101,  A,  ,  ,  , 
1/20/2011,86.3,  A,  ,  ,  , 
1/21/2011,89.4,  A,  ,  ,  , 
1/22/2011,91,  A,  ,  ,  , 
1/23/2011,80.9,  A,  ,  ,  , 
1/24/2011,81.6,  A,  ,  ,  , 
1/25/2011,84.1,  A,  ,  ,  , 
1/26/2011,82.4,  A,  ,  ,  , 
1/27/2011,78.5,  A,  ,  ,  , 
1/28/2011,82.3,  A,  ,  ,  , 
1/29/2011,83,  A,  ,  ,  , 
1/30/2011,84.6,  A,  ,  ,  , 
1/31/2011,82.3,  A,  ,  ,  , 
2/1/2011,66.1,  A,  ,  ,  , 
2/2/2011,65,  A:e,  ,  ,  , 
2/3/2011,70,  A:e,  ,  ,  , 
2/4/2011,81.3,  A,  ,  ,  , 
2/5/2011,90,  A,  ,  ,  , 
2/6/2011,81.9,  A,  ,  ,  , 
2/7/2011,78.5,  A,  ,  ,  , 
2/8/2011,79.9,  A,  ,  ,  , 
2/9/2011,68.6,  A,  ,  ,  , 
2/10/2011,63.1,  A,  ,  ,  , 
2/11/2011,71.3,  A,  ,  ,  , 
2/12/2011,75.1,  A,  ,  ,  , 
2/13/2011,77.6,  A,  ,  ,  , 
2/14/2011,74.2,  A,  ,  ,  , 
2/15/2011,72.7,  A,  ,  ,  , 
2/16/2011,74.5,  A,  ,  ,  , 
2/17/2011,77.9,  A,  ,  ,  , 
2/18/2011,72.4,  A,  ,  ,  , 
2/19/2011,91.7,  A,  ,  ,  , 
2/20/2011,82.4,  A,  ,  ,  , 
2/21/2011,73.2,  A,  ,  ,  , 
2/22/2011,72,  A,  ,  ,  , 
2/23/2011,74.9,  A,  ,  ,  , 
2/24/2011,81.6,  A,  ,  ,  , 
2/25/2011,76.6,  A,  ,  ,  , 
2/26/2011,84.4,  A,  ,  ,  , 
2/27/2011,84.9,  A,  ,  ,  , 
2/28/2011,84.1,  A,  ,  ,  , 
3/1/2011,85.7,  A,  ,  ,  , 
3/2/2011,85.1,  A,  ,  ,  , 
3/3/2011,92.9,  A,  ,  ,  , 
3/4/2011,94.8,  A,  ,  ,  , 
3/5/2011,85.3,  A,  ,  ,  , 
3/6/2011,86.6,  A,  ,  ,  , 
3/7/2011,143,  A,  ,  ,  , 
3/8/2011,99.8,  A,  ,  ,  , 
3/9/2011,88.8,  A,  ,  ,  , 
3/10/2011,96.2,  A,  ,  ,  , 
3/11/2011,113,  A,  ,  ,  , 
3/12/2011,157,  A,  ,  ,  , 
3/13/2011,176,  A,  ,  ,  , 
3/14/2011,173,  A,  ,  ,  , 
3/15/2011,201,  A,  ,  ,  , 
3/16/2011,221,  A,  ,  ,  , 
3/17/2011,223,  A,  ,  ,  , 
3/18/2011,194,  A,  ,  ,  , 
3/19/2011,207,  A,  ,  ,  , 
3/20/2011,183,  A,  ,  ,  , 
3/21/2011,180,  A,  ,  ,  , 
3/22/2011,175,  A,  ,  ,  , 
3/23/2011,160,  A,  ,  ,  , 
3/24/2011,185,  A,  ,  ,  , 
3/25/2011,169,  A,  ,  ,  , 
3/26/2011,175,  A,  ,  ,  , 
3/27/2011,176,  A,  ,  ,  , 
3/28/2011,186,  A,  ,  ,  , 
3/29/2011,189,  A,  ,  ,  , 
3/30/2011,189,  A,  ,  ,  , 
3/31/2011,248,  A,  ,  ,  , 
4/1/2011,342,  A,  ,  ,  , 
4/2/2011,468,  A,  ,  ,  , 
4/3/2011,639,  A,  ,  ,  , 
4/4/2011,470,  A,  ,  ,  , 
4/5/2011,455,  A,  ,  ,  , 
4/6/2011,528,  A,  ,  ,  , 
4/7/2011,406,  A,  ,  ,  , 
4/8/2011,464,  A,  ,  ,  , 
4/9/2011,344,  A,  ,  ,  , 
4/10/2011,310,  A,  ,  ,  , 
4/11/2011,317,  A,  ,  ,  , 
4/12/2011,363,  A,  ,  ,  , 
4/13/2011,385,  A,  ,  ,  , 
4/14/2011,351,  A,  ,  ,  , 
4/15/2011,316,  A,  ,  ,  , 
4/16/2011,378,  A,  ,  ,  , 
4/17/2011,600,  A,  ,  ,  , 
4/18/2011,774,  A,  ,  ,  , 
4/19/2011,857,  A,  ,  ,  , 
4/20/2011,978,  A,  ,  ,  , 
4/21/2011,1230,  A,  ,  ,  , 
4/22/2011,1050,  A,  ,  ,  , 
4/23/2011,984,  A,  ,  ,  , 
4/24/2011,907,  A,  ,  ,  , 
4/25/2011,767,  A,  ,  ,  , 
4/26/2011,797,  A,  ,  ,  , 
4/27/2011,652,  A,  ,  ,  , 
4/28/2011,752,  A,  ,  ,  , 
4/29/2011,865,  A,  ,  ,  , 
4/30/2011,715,  A,  ,  ,  , 
5/1/2011,609,  A,  ,  ,  , 
5/2/2011,617,  A,  ,  ,  , 
5/3/2011,754,  A,  ,  ,  , 
5/4/2011,896,  A,  ,  ,  , 
5/5/2011,974,  A,  ,  ,  , 
5/6/2011,1070,  A,  ,  ,  , 
5/7/2011,1200,  A,  ,  ,  , 
5/8/2011,1220,  A,  ,  ,  , 
5/9/2011,1470,  A,  ,  ,  , 
5/10/2011,947,  A,  ,  ,  , 
5/11/2011,871,  A,  ,  ,  , 
5/12/2011,812,  A,  ,  ,  , 
5/13/2011,897,  A,  ,  ,  , 
5/14/2011,934,  A,  ,  ,  , 
5/15/2011,1020,  A,  ,  ,  , 
5/16/2011,941,  A,  ,  ,  , 
5/17/2011,765,  A,  ,  ,  , 
5/18/2011,803,  A,  ,  ,  , 
5/19/2011,732,  A,  ,  ,  , 
5/20/2011,685,  A,  ,  ,  , 
5/21/2011,689,  A,  ,  ,  , 
5/22/2011,686,  A,  ,  ,  , 
5/23/2011,712,  A,  ,  ,  , 
5/24/2011,719,  A,  ,  ,  , 
5/25/2011,678,  A,  ,  ,  , 
5/26/2011,784,  A,  ,  ,  , 
5/27/2011,857,  A,  ,  ,  , 
5/28/2011,966,  A,  ,  ,  , 
5/29/2011,935,  A,  ,  ,  , 
5/30/2011,710,  A,  ,  ,  , 
5/31/2011,656,  A,  ,  ,  , 
6/1/2011,635,  A,  ,  ,  , 
6/2/2011,593,  A,  ,  ,  , 
6/3/2011,562,  A,  ,  ,  , 
6/4/2011,558,  A,  ,  ,  , 
6/5/2011,585,  A,  ,  ,  , 
6/6/2011,608,  A,  ,  ,  , 
6/7/2011,560,  A,  ,  ,  , 
6/8/2011,521,  A,  ,  ,  , 
6/9/2011,482,  A,  ,  ,  , 
6/10/2011,454,  A,  ,  ,  , 
6/11/2011,425,  A,  ,  ,  , 
6/12/2011,383,  A,  ,  ,  , 
6/13/2011,346,  A,  ,  ,  , 
6/14/2011,321,  A,  ,  ,  , 
6/15/2011,302,  A,  ,  ,  , 
6/16/2011,283,  A,  ,  ,  , 
6/17/2011,265,  A,  ,  ,  , 
6/18/2011,246,  A,  ,  ,  , 
6/19/2011,232,  A,  ,  ,  , 
6/20/2011,225,  A,  ,  ,  , 
6/21/2011,205,  A,  ,  ,  , 
6/22/2011,194,  A,  ,  ,  , 
6/23/2011,182,  A,  ,  ,  , 
6/24/2011,171,  A,  ,  ,  , 
6/25/2011,161,  A,  ,  ,  , 
6/26/2011,150,  A,  ,  ,  , 
6/27/2011,145,  A,  ,  ,  , 
6/28/2011,132,  A,  ,  ,  , 
6/29/2011,132,  A,  ,  ,  , 
6/30/2011,131,  A,  ,  ,  , 
7/1/2011,128,  A,  ,  ,  , 
7/2/2011,122,  A,  ,  ,  , 
7/3/2011,116,  A,  ,  ,  , 
7/4/2011,114,  A,  ,  ,  , 
7/5/2011,111,  A,  ,  ,  , 
7/6/2011,110,  A,  ,  ,  , 
7/7/2011,123,  A,  ,  ,  , 
7/8/2011,109,  A,  ,  ,  , 
7/9/2011,108,  A,  ,  ,  , 
7/10/2011,101,  A,  ,  ,  , 
7/11/2011,107,  A,  ,  ,  , 
7/12/2011,110,  A,  ,  ,  , 
7/13/2011,100,  A,  ,  ,  , 
7/14/2011,95.6,  A,  ,  ,  , 
7/15/2011,90.5,  A,  ,  ,  , 
7/16/2011,86.6,  A,  ,  ,  , 
7/17/2011,84.1,  A,  ,  ,  , 
7/18/2011,82.9,  A,  ,  ,  , 
7/19/2011,83.2,  A,  ,  ,  , 
7/20/2011,79.9,  A,  ,  ,  , 
7/21/2011,76.1,  A,  ,  ,  , 
7/22/2011,75,  A,  ,  ,  , 
7/23/2011,73.9,  A,  ,  ,  , 
7/24/2011,71.7,  A,  ,  ,  , 
7/25/2011,70.1,  A,  ,  ,  , 
7/26/2011,87.4,  A,  ,  ,  , 
7/27/2011,100,  A,  ,  ,  , 
7/28/2011,82.6,  A,  ,  ,  , 
7/29/2011,77.8,  A,  ,  ,  , 
7/30/2011,76.1,  A,  ,  ,  , 
7/31/2011,79.6,  A,  ,  ,  , 
8/1/2011,98,  A,  ,  ,  , 
8/2/2011,80.7,  A,  ,  ,  , 
8/3/2011,76.3,  A,  ,  ,  , 
8/4/2011,76.4,  A,  ,  ,  , 
8/5/2011,71.8,  A,  ,  ,  , 
8/6/2011,68.8,  A,  ,  ,  , 
8/7/2011,68,  A,  ,  ,  , 
8/8/2011,65.9,  A,  ,  ,  , 
8/9/2011,62.7,  A,  ,  ,  , 
8/10/2011,61.3,  A,  ,  ,  , 
8/11/2011,61.5,  A,  ,  ,  , 
8/12/2011,59.8,  A,  ,  ,  , 
8/13/2011,59.2,  A,  ,  ,  , 
8/14/2011,58.7,  A,  ,  ,  , 
8/15/2011,58.8,  A,  ,  ,  , 
8/16/2011,55.8,  A,  ,  ,  , 
8/17/2011,54.6,  A,  ,  ,  , 
8/18/2011,54,  A,  ,  ,  , 
8/19/2011,54.5,  A,  ,  ,  , 
8/20/2011,54.2,  A,  ,  ,  , 
8/21/2011,52.7,  A,  ,  ,  , 
8/22/2011,52.6,  A,  ,  ,  , 
8/23/2011,53.4,  A,  ,  ,  , 
8/24/2011,53.6,  A,  ,  ,  , 
8/25/2011,53.7,  A,  ,  ,  , 
8/26/2011,54.2,  A,  ,  ,  , 
8/27/2011,60.6,  A,  ,  ,  , 
8/28/2011,56.5,  A,  ,  ,  , 
8/29/2011,74.1,  A,  ,  ,  , 
8/30/2011,59.9,  A,  ,  ,  , 
8/31/2011,56.2,  A,  ,  ,  , 
9/1/2011,54.4,  A,  ,  ,  , 
9/2/2011,54.9,  A,  ,  ,  , 
9/3/2011,54.3,  A,  ,  ,  , 
9/4/2011,53.7,  A,  ,  ,  , 
9/5/2011,53.8,  A,  ,  ,  , 
9/6/2011,57.3,  A,  ,  ,  , 
9/7/2011,56.9,  A,  ,  ,  , 
9/8/2011,53.6,  A,  ,  ,  , 
9/9/2011,53.9,  A,  ,  ,  , 
9/10/2011,58.2,  A,  ,  ,  , 
9/11/2011,58.5,  A,  ,  ,  , 
9/12/2011,82,  A,  ,  ,  , 
9/13/2011,89.2,  A,  ,  ,  , 
9/14/2011,112,  A,  ,  ,  , 
9/15/2011,76.6,  A,  ,  ,  , 
9/16/2011,119,  A,  ,  ,  , 
9/17/2011,75.5,  A,  ,  ,  , 
9/18/2011,66,  A,  ,  ,  , 
9/19/2011,63.6,  A,  ,  ,  , 
9/20/2011,60.8,  A,  ,  ,  , 
9/21/2011,60.1,  A,  ,  ,  , 
9/22/2011,58.6,  A,  ,  ,  , 
9/23/2011,57.8,  A,  ,  ,  , 
9/24/2011,57.3,  A,  ,  ,  , 
9/25/2011,57.7,  A,  ,  ,  , 
9/26/2011,59.3,  A,  ,  ,  , 
9/27/2011,59.8,  A,  ,  ,  , 
9/28/2011,58.5,  A,  ,  ,  , 
9/29/2011,57.2,  A,  ,  ,  , 
9/30/2011,57.5,  A,  ,  ,  , 
10/1/2011,56.7,  A,  ,  ,  , 
10/2/2011,57,  A,  ,  ,  , 
10/3/2011,58.5,  A,  ,  ,  , 
10/4/2011,61.4,  A,  ,  ,  , 
10/5/2011,103,  A,  ,  ,  , 
10/6/2011,407,  A,  ,  ,  , 
10/7/2011,97.4,  A,  ,  ,  , 
10/8/2011,83.1,  A,  ,  ,  , 
10/9/2011,83,  A,  ,  ,  , 
10/10/2011,78.5,  A,  ,  ,  , 
10/11/2011,75.5,  A,  ,  ,  , 
10/12/2011,74.4,  A,  ,  ,  , 
10/13/2011,71.5,  A,  ,  ,  , 
10/14/2011,69.5,  A,  ,  ,  , 
10/15/2011,67.9,  A,  ,  ,  , 
10/16/2011,66.4,  A,  ,  ,  , 
10/17/2011,66.7,  A,  ,  ,  , 
10/18/2011,65.3,  A,  ,  ,  , 
10/19/2011,65.5,  A,  ,  ,  , 
10/20/2011,64.9,  A,  ,  ,  , 
10/21/2011,65.4,  A,  ,  ,  , 
10/22/2011,64.4,  A,  ,  ,  , 
10/23/2011,64.8,  A,  ,  ,  , 
10/24/2011,65.4,  A,  ,  ,  , 
10/25/2011,64.3,  A,  ,  ,  , 
10/26/2011,66.5,  A,  ,  ,  , 
10/27/2011,66.8,  A,  ,  ,  , 
10/28/2011,65.2,  A,  ,  ,  , 
10/29/2011,63.1,  A,  ,  ,  , 
10/30/2011,63,  A,  ,  ,  , 
10/31/2011,64.2,  A,  ,  ,  , 
11/1/2011,62.9,  A,  ,  ,  , 
11/2/2011,88.9,  A,  ,  ,  , 
11/3/2011,96.4,  A,  ,  ,  , 
11/4/2011,101,  A,  ,  ,  , 
11/5/2011,104,  A,  ,  ,  , 
11/6/2011,104,  A,  ,  ,  , 
11/7/2011,106,  A,  ,  ,  , 
11/8/2011,102,  A,  ,  ,  , 
11/9/2011,106,  A,  ,  ,  , 
11/10/2011,115,  A,  ,  ,  , 
11/11/2011,122,  A,  ,  ,  , 
11/12/2011,120,  A,  ,  ,  , 
11/13/2011,120,  A,  ,  ,  , 
11/14/2011,118,  A,  ,  ,  , 
11/15/2011,105,  A,  ,  ,  , 
11/16/2011,109,  A,  ,  ,  , 
11/17/2011,88.1,  A,  ,  ,  , 
11/18/2011,88.3,  A,  ,  ,  , 
11/19/2011,89.8,  A,  ,  ,  , 
11/20/2011,89.3,  A,  ,  ,  , 
11/21/2011,94.7,  A,  ,  ,  , 
11/22/2011,92.1,  A,  ,  ,  , 
11/23/2011,89.9,  A,  ,  ,  , 
11/24/2011,90.4,  A,  ,  ,  , 
11/25/2011,87.9,  A,  ,  ,  , 
11/26/2011,87.4,  A,  ,  ,  , 
11/27/2011,86.3,  A,  ,  ,  , 
11/28/2011,88.6,  A,  ,  ,  , 
11/29/2011,88.1,  A,  ,  ,  , 
11/30/2011,86.9,  A,  ,  ,  , 
12/1/2011,86.8,  A,  ,  ,  , 
12/2/2011,88.2,  A,  ,  ,  , 
12/3/2011,89,  A,  ,  ,  , 
12/4/2011,77.8,  A,  ,  ,  , 
12/5/2011,81.3,  A,  ,  ,  , 
12/6/2011,70.3,  A,  ,  ,  , 
12/7/2011,80,  A,  ,  ,  , 
12/8/2011,85,  A,  ,  ,  , 
12/9/2011,83.6,  A,  ,  ,  , 
12/10/2011,84.7,  A,  ,  ,  , 
12/11/2011,83.5,  A,  ,  ,  , 
12/12/2011,86.4,  A,  ,  ,  , 
12/13/2011,92.2,  A,  ,  ,  , 
12/14/2011,84.5,  A,  ,  ,  , 
12/15/2011,82.9,  A,  ,  ,  , 
12/16/2011,84.6,  A,  ,  ,  , 
12/17/2011,82.9,  A,  ,  ,  , 
12/18/2011,89,  A,  ,  ,  , 
12/19/2011,91.8,  A,  ,  ,  , 
12/20/2011,86.2,  A,  ,  ,  , 
12/21/2011,83,  A,  ,  ,  , 
12/22/2011,80.6,  A,  ,  ,  , 
12/23/2011,72.8,  A,  ,  ,  , 
12/24/2011,80.2,  A,  ,  ,  , 
12/25/2011,80,  A,  ,  ,  , 
12/26/2011,80.2,  A,  ,  ,  , 
12/27/2011,79.7,  A,  ,  ,  , 
12/28/2011,83,  A,  ,  ,  , 
12/29/2011,88,  A,  ,  ,  , 
12/30/2011,92.8,  A,  ,  ,  , 
12/31/2011,89.1,  A,  ,  ,  , 
1/1/2012,83.6,  A,  ,  ,  , 
1/2/2012,84.2,  A,  ,  ,  , 
1/3/2012,83.2,  A,  ,  ,  , 
1/4/2012,69.3,  A,  ,  ,  , 
1/5/2012,66.9,  A,  ,  ,  , 
1/6/2012,66.4,  A,  ,  ,  , 
1/7/2012,66.3,  A,  ,  ,  , 
1/8/2012,61.8,  A,  ,  ,  , 
1/9/2012,65.6,  A,  ,  ,  , 
1/10/2012,66.8,  A,  ,  ,  , 
1/11/2012,65.2,  A,  ,  ,  , 
1/12/2012,59.8,  A,  ,  ,  , 
1/13/2012,58.8,  A,  ,  ,  , 
1/14/2012,60.4,  A,  ,  ,  , 
1/15/2012,63.2,  A,  ,  ,  , 
1/16/2012,73.5,  A,  ,  ,  , 
1/17/2012,58.3,  A,  ,  ,  , 
1/18/2012,59.8,  A,  ,  ,  , 
1/19/2012,68.5,  A,  ,  ,  , 
1/20/2012,68.7,  A,  ,  ,  , 
1/21/2012,79.7,  A,  ,  ,  , 
1/22/2012,68.8,  A,  ,  ,  , 
1/23/2012,72.5,  A,  ,  ,  , 
1/24/2012,70.4,  A,  ,  ,  , 
1/25/2012,65.4,  A,  ,  ,  , 
1/26/2012,72.3,  A,  ,  ,  , 
1/27/2012,69.9,  A,  ,  ,  , 
1/28/2012,61.5,  A,  ,  ,  , 
1/29/2012,66.2,  A,  ,  ,  , 
1/30/2012,69.8,  A,  ,  ,  , 
1/31/2012,67.9,  A,  ,  ,  , 
2/1/2012,65.6,  A,  ,  ,  , 
2/2/2012,67.5,  A,  ,  ,  , 
2/3/2012,64,  A,  ,  ,  , 
2/4/2012,64.6,  A,  ,  ,  , 
2/5/2012,63.7,  A,  ,  ,  , 
2/6/2012,63.7,  A,  ,  ,  , 
2/7/2012,63.4,  A,  ,  ,  , 
2/8/2012,69.6,  A,  ,  ,  , 
2/9/2012,66.4,  A,  ,  ,  , 
2/10/2012,67.3,  A,  ,  ,  , 
2/11/2012,70.3,  A,  ,  ,  , 
2/12/2012,75.2,  A,  ,  ,  , 
2/13/2012,74,  A,  ,  ,  , 
2/14/2012,79.8,  A,  ,  ,  , 
2/15/2012,71.6,  A,  ,  ,  , 
2/16/2012,71.2,  A,  ,  ,  , 
2/17/2012,68.3,  A,  ,  ,  , 
2/18/2012,69.4,  A,  ,  ,  , 
2/19/2012,78.5,  A,  ,  ,  , 
2/20/2012,63.1,  A,  ,  ,  , 
2/21/2012,68.5,  A,  ,  ,  , 
2/22/2012,69.6,  A,  ,  ,  , 
2/23/2012,69.7,  A,  ,  ,  , 
2/24/2012,67.5,  A,  ,  ,  , 
2/25/2012,68,  A,  ,  ,  , 
2/26/2012,67.7,  A,  ,  ,  , 
2/27/2012,67.2,  A,  ,  ,  , 
2/28/2012,70.3,  A,  ,  ,  , 
2/29/2012,67.3,  A,  ,  ,  , 
3/1/2012,67.3,  A,  ,  ,  , 
3/2/2012,63.1,  A,  ,  ,  , 
3/3/2012,63.5,  A,  ,  ,  , 
3/4/2012,70.7,  A,  ,  ,  , 
3/5/2012,73.2,  A,  ,  ,  , 
3/6/2012,76.1,  A,  ,  ,  , 
3/7/2012,70.3,  A,  ,  ,  , 
3/8/2012,65.7,  A,  ,  ,  , 
3/9/2012,72.7,  A,  ,  ,  , 
3/10/2012,78.7,  A,  ,  ,  , 
3/11/2012,82,  A,  ,  ,  , 
3/12/2012,83,  A,  ,  ,  , 
3/13/2012,79.5,  A,  ,  ,  , 
3/14/2012,88.4,  A,  ,  ,  , 
3/15/2012,97,  A,  ,  ,  , 
3/16/2012,108,  A,  ,  ,  , 
3/17/2012,109,  A,  ,  ,  , 
3/18/2012,114,  A,  ,  ,  , 
3/19/2012,88.8,  A,  ,  ,  , 
3/20/2012,79.2,  A,  ,  ,  , 
3/21/2012,83.7,  A,  ,  ,  , 
3/22/2012,90.3,  A,  ,  ,  , 
3/23/2012,106,  A,  ,  ,  , 
3/24/2012,120,  A,  ,  ,  , 
3/25/2012,124,  A,  ,  ,  , 
3/26/2012,112,  A,  ,  ,  , 
3/27/2012,96.9,  A,  ,  ,  , 
3/28/2012,96.6,  A,  ,  ,  , 
3/29/2012,98.8,  A,  ,  ,  , 
3/30/2012,102,  A,  ,  ,  , 
3/31/2012,126,  A,  ,  ,  , 
4/1/2012,159,  A,  ,  ,  , 
4/2/2012,108,  A,  ,  ,  , 
4/3/2012,96.4,  A,  ,  ,  , 
4/4/2012,104,  A,  ,  ,  , 
4/5/2012,113,  A,  ,  ,  , 
4/6/2012,101,  A,  ,  ,  , 
4/7/2012,94.4,  A,  ,  ,  , 
4/8/2012,98.6,  A,  ,  ,  , 
4/9/2012,108,  A,  ,  ,  , 
4/10/2012,116,  A,  ,  ,  , 
4/11/2012,122,  A,  ,  ,  , 
4/12/2012,129,  A,  ,  ,  , 
4/13/2012,107,  A,  ,  ,  , 
4/14/2012,136,  A,  ,  ,  , 
4/15/2012,123,  A,  ,  ,  , 
4/16/2012,118,  A,  ,  ,  , 
4/17/2012,136,  A,  ,  ,  , 
4/18/2012,167,  A,  ,  ,  , 
4/19/2012,167,  A,  ,  ,  , 
4/20/2012,160,  A,  ,  ,  , 
4/21/2012,173,  A,  ,  ,  , 
4/22/2012,181,  A,  ,  ,  , 
4/23/2012,180,  A,  ,  ,  , 
4/24/2012,183,  A,  ,  ,  , 
4/25/2012,176,  A,  ,  ,  , 
4/26/2012,159,  A,  ,  ,  , 
4/27/2012,176,  A,  ,  ,  , 
4/28/2012,152,  A,  ,  ,  , 
4/29/2012,135,  A,  ,  ,  , 
4/30/2012,127,  A,  ,  ,  , 
5/1/2012,122,  A,  ,  ,  , 
5/2/2012,115,  A,  ,  ,  , 
5/3/2012,107,  A,  ,  ,  , 
5/4/2012,98.8,  A,  ,  ,  , 
5/5/2012,89.8,  A,  ,  ,  , 
5/6/2012,82.9,  A,  ,  ,  , 
5/7/2012,79.2,  A,  ,  ,  , 
5/8/2012,76.5,  A,  ,  ,  , 
5/9/2012,73.8,  A,  ,  ,  , 
5/10/2012,71.2,  A,  ,  ,  , 
5/11/2012,69.3,  A,  ,  ,  , 
5/12/2012,66.6,  A,  ,  ,  , 
5/13/2012,64.5,  A,  ,  ,  , 
5/14/2012,63.3,  A,  ,  ,  , 
5/15/2012,62.6,  A,  ,  ,  , 
5/16/2012,61.1,  A,  ,  ,  , 
5/17/2012,59.2,  A,  ,  ,  , 
5/18/2012,57.8,  A,  ,  ,  , 
5/19/2012,66.5,  A,  ,  ,  , 
5/20/2012,61,  A,  ,  ,  , 
5/21/2012,56.8,  A,  ,  ,  , 
5/22/2012,55.9,  A,  ,  ,  , 
5/23/2012,53.8,  A,  ,  ,  , 
5/24/2012,53.4,  A,  ,  ,  , 
5/25/2012,52.5,  A,  ,  ,  , 
5/26/2012,52.3,  A,  ,  ,  , 
5/27/2012,54.6,  A,  ,  ,  , 
5/28/2012,54.8,  A,  ,  ,  , 
5/29/2012,53,  A,  ,  ,  , 
5/30/2012,51.4,  A,  ,  ,  , 
5/31/2012,48.9,  A,  ,  ,  , 
6/1/2012,48.3,  A,  ,  ,  , 
6/2/2012,47.9,  A,  ,  ,  , 
6/3/2012,47,  A,  ,  ,  , 
6/4/2012,45.9,  A,  ,  ,  , 
6/5/2012,43.6,  A,  ,  ,  , 
6/6/2012,42.1,  A,  ,  ,  , 
6/7/2012,42,  A,  ,  ,  , 
6/8/2012,42,  A,  ,  ,  , 
6/9/2012,40.8,  A,  ,  ,  , 
6/10/2012,39.9,  A,  ,  ,  , 
6/11/2012,40.4,  A,  ,  ,  , 
6/12/2012,40.4,  A,  ,  ,  , 
6/13/2012,40.4,  A,  ,  ,  , 
6/14/2012,39.4,  A,  ,  ,  , 
6/15/2012,39.5,  A,  ,  ,  , 
6/16/2012,37.8,  A,  ,  ,  , 
6/17/2012,36.8,  A,  ,  ,  , 
6/18/2012,36.3,  A,  ,  ,  , 
6/19/2012,35.9,  A,  ,  ,  , 
6/20/2012,35.3,  A,  ,  ,  , 
6/21/2012,34.1,  A,  ,  ,  , 
6/22/2012,34.3,  A,  ,  ,  , 
6/23/2012,34.1,  A,  ,  ,  , 
6/24/2012,34.1,  A,  ,  ,  , 
6/25/2012,34.6,  A,  ,  ,  , 
6/26/2012,33.2,  A,  ,  ,  , 
6/27/2012,32.7,  A,  ,  ,  , 
6/28/2012,33.3,  A,  ,  ,  , 
6/29/2012,33.7,  A,  ,  ,  , 
6/30/2012,33.6,  A,  ,  ,  , 
7/1/2012,33.5,  A,  ,  ,  , 
7/2/2012,33.7,  A,  ,  ,  , 
7/3/2012,32.4,  A,  ,  ,  , 
7/4/2012,32.6,  A,  ,  ,  , 
7/5/2012,33.1,  A,  ,  ,  , 
7/6/2012,34.1,  A,  ,  ,  , 
7/7/2012,38.7,  A,  ,  ,  , 
7/8/2012,36.3,  A,  ,  ,  , 
